2005 250 1655   0.100
2005 250 1656   0.100
2005 250 1657   0.100
2005 250 1658   0.100
2005 250 1700   0.100
2005 250 1701   0.100
2005 250 1703   0.100
2005 250 1709   0.100
2005 250 1714   0.100
2005 250 1718   0.100
2005 250 1725   0.100
2005 250 1737   0.100
2005 250 1743   0.100
2005 250 1752   0.100
2005 250 1759   0.100
2005 250 1826   0.100
2005 265 1513   0.100
2005 265 1514   0.100
2005 265 1515   0.100
2005 265 1516   0.100
2005 265 1517   0.100
2005 265 1518   0.100
2005 265 1519   0.100
2005 265 1532   0.100
2005 265 1538   0.100
2005 265 1548   0.100
2005 265 1550   0.100
2005 265 1552   0.100
2005 265 1553   0.200
2005 265 1554   0.100
2005 265 1556   0.100
2005 265 1601   0.100
2005 267 0021   0.100
2005 271 0703   0.100
2005 271 0717   0.100
2005 271 1648   0.100
2005 271 1650   0.100
2005 271 1651   0.200
2005 271 1652   0.100
2005 271 1654   0.100
2005 271 1700   0.100
2005 271 1703   0.100
2005 271 1704   0.100
2005 271 1707   0.100
2005 271 1717   0.100
2005 271 1757   0.100
2005 271 1805   0.100
2005 271 1806   0.300
2005 271 1807   0.500
2005 271 1808   0.500
2005 271 1809   0.400
2005 271 1810   0.400
2005 271 1811   0.400
2005 271 1812   0.800
2005 271 1813   1.000
2005 271 1814   0.800
2005 271 1815   0.400
2005 271 1816   0.300
2005 271 1817   0.300
2005 271 1818   0.100
2005 271 1819   0.100
2005 271 1820   0.200
2005 271 1822   0.100
2005 271 1827   0.100
2005 271 1829   0.100
2005 271 1831   0.100
2005 271 1832   0.100
2005 271 1833   0.100
2005 271 1834   0.200
2005 271 1835   0.200
2005 271 1836   0.300
2005 271 1837   0.500
2005 271 1838   0.300
2005 271 1839   0.200
2005 271 1840   0.100
2005 271 1841   0.100
2005 271 1843   0.100
2005 271 1926   0.100
2005 271 2232   0.100
2005 272 0010   0.100
2005 272 0011   0.200
2005 272 0012   0.100
2005 272 0013   0.100
2005 272 0017   0.100
2005 272 0021   0.100
2005 272 0022   0.100
2005 272 0024   0.100
2005 272 0025   0.100
2005 272 0027   0.100
2005 272 0034   0.100
2005 272 0105   0.100
2005 272 0246   0.100
2005 272 0247   0.100
2005 272 0249   0.100
2005 272 0251   0.100
2005 272 0252   0.100
2005 272 0254   0.100
2005 272 0256   0.100
2005 272 0258   0.100
2005 272 0302   0.100
2005 272 0305   0.100
2005 272 0307   0.100
2005 272 0308   0.100
2005 272 0310   0.100
2005 272 0311   0.100
2005 272 0312   0.100
2005 272 0314   0.100
2005 272 0315   0.100
2005 272 0316   0.100
2005 272 0317   0.100
2005 272 0318   0.100
2005 272 0319   0.100
2005 272 0320   0.200
2005 272 0321   0.100
2005 272 0322   0.100
2005 272 0323   0.200
2005 272 0324   0.100
2005 272 0325   0.100
2005 272 0326   0.100
2005 272 0327   0.100
2005 272 0329   0.100
2005 272 0335   0.100
2005 272 0340   0.100
2005 272 0343   0.100
2005 272 0345   0.100
2005 272 0347   0.100
2005 272 0350   0.100
2005 272 0354   0.100
2005 272 0358   0.100
2005 272 0412   0.100
2005 272 0416   0.100
2005 272 0423   0.100
2005 272 0428   0.100
2005 272 0431   0.100
2005 272 0432   0.100
2005 272 0433   0.100
2005 272 0435   0.100
2005 272 0438   0.100
2005 272 0443   0.100
2005 272 0448   0.100
2005 272 0450   0.100
2005 272 0454   0.100
2005 272 0520   0.100
2005 272 0530   0.100
2005 272 0626   0.100
2005 272 0627   0.200
2005 272 0628   0.100
2005 272 0629   0.100
2005 272 0630   0.100
2005 272 0633   0.100
2005 272 0641   0.100
2005 272 1428   0.100
2005 272 1431   0.100
2005 272 1432   0.100
2005 272 1433   0.200
2005 272 1434   0.200
2005 272 1435   0.100
2005 272 1436   0.100
2005 272 1437   0.200
2005 272 1438   0.100
2005 272 1439   0.100
2005 272 1440   0.100
2005 272 1442   0.100
2005 272 1446   0.100
2005 272 1505   0.100
2005 272 1732   0.300
2005 272 1733   0.400
2005 272 1734   0.400
2005 272 1735   0.300
2005 272 1736   0.400
2005 272 1737   0.500
2005 272 1738   1.000
2005 272 1739   0.700
2005 272 1740   0.300
2005 272 1741   0.300
2005 272 1742   0.400
2005 272 1743   0.100
2005 272 1744   0.200
2005 272 1746   0.100
2005 272 1756   0.100
2005 272 1758   0.100
2005 272 1759   0.100
2005 272 1800   0.100
2005 272 1801   0.200
2005 272 1802   0.100
2005 272 1804   0.100
2005 272 1805   0.100
2005 272 1806   0.100
2005 272 1807   0.200
2005 272 1808   0.100
2005 272 1809   0.200
2005 272 1810   0.100
2005 272 1811   0.100
2005 272 1812   0.200
2005 272 1813   0.200
2005 272 1816   0.100
2005 272 1827   0.100
2005 272 1829   0.100
2005 272 1832   0.100
2005 272 1837   0.100
2005 272 1842   0.100
2005 272 1843   0.100
2005 272 1844   0.100
2005 272 1845   0.100
2005 272 1846   0.100
2005 272 1847   0.200
2005 272 1848   0.300
2005 272 1849   0.200
2005 272 1850   0.200
2005 272 1851   0.400
2005 272 1852   0.600
2005 272 1853   0.400
2005 272 1854   0.100
2005 272 1855   0.100
2005 272 1858   0.100
2005 272 1902   0.100
2005 272 1909   0.100
2005 272 1913   0.100
2005 272 1919   0.100
2005 272 1954   0.100
2005 272 2244   0.100
2005 273 0353   0.100
2005 279 0424   0.100
2005 279 0427   0.100
2005 279 0431   0.100
2005 279 0432   0.100
2005 279 0433   0.100
2005 279 0434   0.200
2005 279 0435   0.200
2005 279 0436   0.100
2005 279 0437   0.100
2005 279 0439   0.100
2005 279 0440   0.100
2005 279 0442   0.100
2005 279 0447   0.100
2005 279 0539   0.100
2005 279 0541   0.100
2005 279 0542   0.100
2005 279 0543   0.100
2005 279 0544   0.100
2005 279 0545   0.100
2005 279 0547   0.100
2005 279 0548   0.100
2005 279 0550   0.100
2005 279 0602   0.100
2005 279 0608   0.100
2005 279 1103   0.100
2005 279 1104   0.100
2005 279 1105   0.100
2005 279 1106   0.100
2005 279 1107   0.100
2005 279 1118   0.100
2005 279 1126   0.100
2005 279 1135   0.100
2005 279 1147   0.100
2005 279 1153   0.100
2005 279 1159   0.100
2005 279 1206   0.100
2005 279 1212   0.100
2005 279 1217   0.100
2005 279 1224   0.100
2005 279 1225   0.100
2005 279 1227   0.100
2005 279 1228   0.100
2005 279 1229   0.100
2005 279 1230   0.100
2005 279 1231   0.100
2005 279 1233   0.100
2005 279 1236   0.100
2005 279 1237   0.100
2005 279 1240   0.100
2005 279 1243   0.100
2005 279 1246   0.100
2005 279 1247   0.100
2005 279 1251   0.100
2005 281 1821   0.100
2005 281 1822   0.300
2005 281 1823   0.200
2005 281 1824   0.100
2005 281 1825   0.100
2005 281 1848   0.100
2005 281 1851   0.100
2005 281 1855   0.100
2005 281 1902   0.100
2005 281 1903   0.200
2005 281 1904   0.200
2005 281 1905   0.100
2005 281 1906   0.100
2005 281 2034   0.100
2005 282 0122   0.100
2005 282 0126   0.100
2005 282 0139   0.100
2005 282 0140   0.100
2005 282 0141   0.100
2005 282 0142   0.100
2005 282 0143   0.100
2005 282 0144   0.100
2005 282 0146   0.100
2005 282 0150   0.100
2005 282 0152   0.100
2005 282 0221   0.100
2005 282 0225   0.100
2005 282 0227   0.100
2005 282 0228   0.100
2005 282 0229   0.100
2005 282 0231   0.100
2005 282 0236   0.100
2005 282 0251   0.100
2005 282 0253   0.100
2005 282 0254   0.100
2005 282 0256   0.100
2005 282 0258   0.100
2005 282 0259   0.100
2005 282 0301   0.100
2005 282 0615   0.100
2005 282 0617   0.100
2005 282 0635   0.100
2005 282 0934   0.100
2005 282 0935   0.100
2005 282 0937   0.100
2005 282 0939   0.100
2005 282 0944   0.100
2005 282 0945   0.100
2005 282 1000   0.100
2005 282 1219   0.200
2005 282 1220   0.300
2005 282 1221   0.300
2005 282 1222   0.200
2005 282 1224   0.100
2005 282 1228   0.100
2005 282 1557   0.100
2005 282 1610   0.100
2005 288 0906   0.100
2005 288 0916   0.100
2005 288 0918   0.100
2005 288 0920   0.100
2005 288 0923   0.100
2005 288 0927   0.100
2005 288 0930   0.100
2005 288 0933   0.100
2005 288 0936   0.100
2005 288 0940   0.100
2005 288 0945   0.100
2005 288 0950   0.100
2005 288 0954   0.100
2005 288 0958   0.100
2005 288 1002   0.100
2005 288 1004   0.100
2005 288 1006   0.100
2005 288 1009   0.100
2005 288 1012   0.100
2005 288 1015   0.100
2005 288 1018   0.100
2005 288 1020   0.100
2005 288 1022   0.100
2005 288 1025   0.100
2005 288 1027   0.100
2005 288 1029   0.100
2005 288 1031   0.100
2005 288 1033   0.100
2005 288 1035   0.100
2005 288 1037   0.100
2005 288 1039   0.100
2005 288 1040   0.100
2005 288 1043   0.100
2005 288 1047   0.100
2005 288 1051   0.100
2005 288 1056   0.100
2005 288 1100   0.100
2005 288 1110   0.100
2005 288 1436   0.100
2005 288 1516   0.100
2005 288 1521   0.100
2005 288 1542   0.100
2005 288 1547   0.100
2005 288 1548   0.100
2005 288 1550   0.100
2005 288 1552   0.100
2005 288 1553   0.100
2005 288 1555   0.100
2005 288 1556   0.100
2005 288 1558   0.100
2005 288 1601   0.100
2005 288 1603   0.100
2005 288 1604   0.100
2005 288 1605   0.100
2005 288 1608   0.100
2005 288 1611   0.100
2005 288 1622   0.100
2005 288 1638   0.100
2005 288 2328   0.100
2005 289 0829   0.100
2005 291 1559   0.100
2005 291 1605   0.100
2005 291 1606   0.100
2005 291 1609   0.100
2005 291 1610   0.100
2005 291 1612   0.100
2005 291 1613   0.100
2005 291 1614   0.100
2005 291 1615   0.100
2005 330 2331   0.100
2005 330 2348   0.100
2005 347 0654   0.100
2005 347 0836   0.100
2005 347 0838   0.100
2005 347 0844   0.100
2005 347 0852   0.100
2006  25 1446   0.100
2006  25 1450   0.100
2006  25 1513   0.100
2006  60 1858   0.100
2006  60 1903   0.100
2006  60 1911   0.100
2006  71 0812   0.100
2006  81 1002   0.100
2006  81 1009   0.100
2006  81 1014   0.100
2006  81 1018   0.100
2006  81 1020   0.100
2006  81 1022   0.100
2006  81 1024   0.100
2006  81 1026   0.100
2006  81 1027   0.100
2006  81 1029   0.100
2006  81 1030   0.100
2006  81 1031   0.100
2006  81 1032   0.100
2006  81 1033   0.100
2006  81 1034   0.100
2006  81 1035   0.100
2006  81 1036   0.100
2006  81 1037   0.100
2006  81 1038   0.100
2006  81 1039   0.100
2006  81 1041   0.100
2006  81 1042   0.100
2006  81 1043   0.100
2006  81 1045   0.100
2006  81 1046   0.100
2006  81 1047   0.100
2006  81 1049   0.100
2006  81 1050   0.100
2006  81 1051   0.100
2006  81 1053   0.100
2006  81 1054   0.100
2006  81 1056   0.100
2006  81 1058   0.100
2006  81 1100   0.100
2006  81 1102   0.100
2006  81 1104   0.100
2006  81 1107   0.100
2006  81 1109   0.100
2006  81 1112   0.100
2006  81 1114   0.100
2006  81 1117   0.100
2006  81 1119   0.100
2006  81 1121   0.100
2006  81 1123   0.100
2006  81 1126   0.100
2006  81 1128   0.100
2006  81 1130   0.100
2006  81 1132   0.100
2006  81 1134   0.100
2006  81 1136   0.100
2006  81 1139   0.100
2006  81 1141   0.100
2006  81 1143   0.100
2006  81 1146   0.100
2006  81 1148   0.100
2006  81 1150   0.100
2006  81 1153   0.100
2006  81 1155   0.100
2006  81 1157   0.100
2006  81 1200   0.100
2006  81 1203   0.100
2006  81 1206   0.100
2006  81 1210   0.100
2006 119 0219   0.100
2006 119 0227   0.100
2006 119 0358   0.100
2006 119 0500   0.100
2006 119 0537   0.100
2006 119 0550   0.100
2006 119 0557   0.100
2006 119 0602   0.100
2006 119 0607   0.100
2006 119 0616   0.100
2006 119 0626   0.100
2006 119 0642   0.100
2006 159 0432   0.200
2006 159 0433   0.100
2006 159 0435   0.100
2006 175 1642   0.100
2006 175 1644   0.100
2006 175 1645   0.100
2006 176 1627   0.100
2006 177 2018   0.100
2006 177 2021   0.100
2006 177 2025   0.100
2006 177 2028   0.100
2006 177 2031   0.100
2006 177 2035   0.100
2006 177 2037   0.100
2006 177 2038   0.100
2006 177 2039   0.100
2006 177 2041   0.100
2006 177 2043   0.100
2006 177 2044   0.100
2006 177 2045   0.100
2006 177 2046   0.200
2006 177 2047   0.100
2006 177 2048   0.200
2006 177 2049   0.300
2006 177 2050   0.600
2006 177 2051   0.400
2006 177 2052   0.300
2006 177 2053   0.200
2006 177 2054   0.300
2006 177 2055   0.200
2006 177 2056   0.200
2006 177 2057   0.100
2006 177 2058   0.100
2006 177 2059   0.100
2006 177 2100   0.100
2006 177 2101   0.100
2006 177 2102   0.100
2006 177 2103   0.100
2006 177 2104   0.100
2006 177 2105   0.100
2006 177 2106   0.100
2006 177 2107   0.200
2006 177 2108   0.200
2006 177 2109   0.100
2006 177 2110   0.200
2006 177 2111   0.100
2006 177 2112   0.200
2006 177 2113   0.200
2006 177 2114   0.100
2006 177 2115   0.200
2006 177 2116   0.100
2006 177 2117   0.100
2006 177 2118   0.100
2006 177 2120   0.100
2006 177 2121   0.100
2006 177 2122   0.100
2006 177 2124   0.100
2006 177 2125   0.100
2006 177 2126   0.100
2006 177 2127   0.200
2006 177 2128   0.100
2006 177 2129   0.100
2006 177 2130   0.200
2006 177 2132   0.100
2006 177 2133   0.100
2006 177 2134   0.100
2006 177 2135   0.100
2006 177 2137   0.100
2006 177 2139   0.100
2006 177 2141   0.100
2006 177 2142   0.100
2006 177 2145   0.100
2006 177 2146   0.100
2006 177 2147   0.100
2006 177 2149   0.100
2006 177 2150   0.100
2006 177 2151   0.100
2006 177 2153   0.100
2006 177 2154   0.100
2006 177 2156   0.100
2006 177 2158   0.100
2006 177 2201   0.100
2006 177 2206   0.100
2006 177 2209   0.100
2006 177 2212   0.100
2006 177 2215   0.100
2006 177 2217   0.100
2006 177 2220   0.100
2006 177 2222   0.100
2006 177 2223   0.100
2006 177 2224   0.100
2006 177 2226   0.100
2006 177 2227   0.100
2006 177 2228   0.100
2006 177 2229   0.100
2006 177 2230   0.100
2006 177 2231   0.200
2006 177 2232   0.100
2006 177 2233   0.200
2006 177 2234   0.100
2006 177 2235   0.100
2006 177 2236   0.200
2006 177 2237   0.200
2006 177 2238   0.100
2006 177 2239   0.200
2006 177 2240   0.100
2006 177 2241   0.200
2006 177 2242   0.100
2006 177 2243   0.100
2006 177 2244   0.100
2006 177 2245   0.100
2006 177 2246   0.100
2006 177 2247   0.100
2006 177 2249   0.100
2006 177 2251   0.100
2006 177 2253   0.100
2006 177 2254   0.100
2006 177 2256   0.100
2006 177 2257   0.100
2006 177 2258   0.100
2006 177 2259   0.100
2006 177 2300   0.200
2006 177 2301   0.100
2006 177 2302   0.100
2006 177 2303   0.100
2006 177 2304   0.200
2006 177 2305   0.100
2006 177 2306   0.100
2006 177 2307   0.100
2006 177 2308   0.100
2006 177 2309   0.100
2006 177 2311   0.100
2006 177 2314   0.100
2006 177 2331   0.100
2006 185 2010   0.100
2006 185 2019   0.100
2006 185 2026   0.100
2006 186 1032   0.400
2006 186 1033   0.800
2006 186 1034   0.900
2006 186 1035   1.000
2006 186 1036   0.900
2006 186 1037   0.800
2006 186 1038   0.900
2006 186 1039   1.300
2006 186 1040   1.200
2006 186 1041   0.800
2006 186 1042   0.600
2006 186 1043   0.700
2006 186 1044   0.800
2006 186 1045   0.700
2006 186 1046   0.800
2006 186 1047   0.600
2006 186 1048   0.200
2006 186 1049   0.200
2006 186 1050   0.200
2006 186 1051   0.300
2006 186 1052   0.100
2006 186 1053   0.200
2006 186 1055   0.100
2006 186 1100   0.100
2006 186 1105   0.100
2006 186 1111   0.100
2006 187 1520   0.100
2006 187 1522   0.100
2006 187 1530   0.100
2006 187 1544   0.100
2006 187 1547   0.100
2006 187 1552   0.100
2006 187 1555   0.100
2006 187 1558   0.100
2006 187 1633   0.100
2006 187 1638   0.100
2006 187 1645   0.100
2006 187 1649   0.100
2006 187 1655   0.100
2006 187 1704   0.100
2006 187 1714   0.100
2006 187 1837   0.100
2006 187 1852   0.100
2006 187 2038   0.100
2006 189 0053   0.100
2006 189 0107   0.100
2006 189 0118   0.100
2006 189 0120   0.100
2006 189 0121   0.100
2006 189 0123   0.100
2006 189 0125   0.200
2006 189 0126   0.100
2006 189 0128   0.100
2006 189 0130   0.100
2006 189 0131   0.100
2006 189 0135   0.100
2006 189 0137   0.100
2006 189 0140   0.100
2006 189 0144   0.100
2006 189 1953   0.100
2006 189 2011   0.100
2006 189 2106   0.100
2006 189 2107   0.100
2006 189 2108   0.100
2006 189 2109   0.100
2006 189 2111   0.100
2006 189 2114   0.100
2006 189 2115   0.100
2006 189 2116   0.100
2006 189 2118   0.100
2006 189 2120   0.100
2006 190 0459   0.100
2006 196 1406   0.100
2006 196 1407   0.200
2006 196 1408   0.200
2006 196 1409   0.200
2006 196 1411   0.100
2006 196 1413   0.100
2006 196 1417   0.100
2006 196 1424   0.100
2006 196 1451   0.100
2006 196 1452   0.100
2006 196 1455   0.100
2006 196 1457   0.100
2006 196 1458   0.400
2006 196 1459   0.500
2006 196 1500   0.200
2006 196 1501   0.200
2006 196 1502   0.100
2006 202 2015   0.100
2006 202 2016   0.100
2006 207 2052   0.100
2006 207 2056   0.100
2006 207 2100   0.100
2006 207 2103   0.100
2006 207 2118   0.100
2006 207 2123   0.100
2006 207 2132   0.100
2006 207 2200   0.100
2006 207 2206   0.100
2006 207 2210   0.100
2006 207 2218   0.100
2006 207 2224   0.100
2006 207 2241   0.100
2006 207 2324   0.100
2006 207 2326   0.100
2006 207 2330   0.100
2006 207 2335   0.100
2006 207 2344   0.100
2006 207 2349   0.100
2006 207 2352   0.100
2006 207 2354   0.100
2006 207 2356   0.100
2006 207 2359   0.100
2006 208 0001   0.100
2006 208 0002   0.100
2006 208 0004   0.100
2006 208 0005   0.100
2006 208 0007   0.100
2006 208 0009   0.100
2006 208 0010   0.100
2006 208 0012   0.100
2006 208 0013   0.100
2006 208 0014   0.100
2006 208 0015   0.100
2006 208 0016   0.100
2006 208 0017   0.100
2006 208 0018   0.100
2006 208 0019   0.100
2006 208 0020   0.100
2006 208 0021   0.100
2006 208 0022   0.100
2006 208 0023   0.100
2006 208 0025   0.100
2006 208 0026   0.100
2006 208 0028   0.100
2006 208 0030   0.100
2006 208 0032   0.100
2006 208 0033   0.100
2006 208 0035   0.100
2006 208 0037   0.100
2006 208 0039   0.100
2006 208 0041   0.100
2006 208 0044   0.100
2006 208 0046   0.100
2006 208 0049   0.100
2006 208 0052   0.100
2006 208 0059   0.100
2006 208 0111   0.100
2006 208 1717   0.100
